iter	RMSE
384	4.091800119
385	4.09102078
386	4.090250791
387	4.088989034
388	4.088002736
389	4.086808983
390	4.086041566
391	4.085145996
392	4.084085801
393	4.08300384
394	4.081811507
395	4.080596094
396	4.079082447
397	4.078000206
398	4.076975575
399	4.07563987
400	4.074686806
401	4.073765509
402	4.072680994
403	4.071889567
404	4.07084568
405	4.069529927
406	4.068818775
407	4.068322365
408	4.067163913
409	4.066350302
410	4.064682695
411	4.063434419
412	4.062764487
413	4.061975986
414	4.061359604
415	4.057354721
416	4.056820363
417	4.05555752
418	4.054881055
419	4.054070842
420	4.053087096
421	4.052222391
422	4.051450382
423	4.050512019
424	4.049374869
425	4.048520966
426	4.047444048
427	4.046675493
428	4.045769749
429	4.044416645
430	4.043409677
431	4.042847207
432	4.042144734
433	4.041065852
434	4.039956186
435	4.038930165
436	4.037784833
437	4.037038253
438	4.035909083
439	4.034921203
440	4.034043697
441	4.033006256
442	4.032117394
443	4.030956839
444	4.030042712
445	4.029297401
446	4.027907536
447	4.027307906
448	4.026424234
449	4.024712273
450	4.023580255
451	4.023228059
452	4.022670718
453	4.02199578
454	4.020970591
455	4.019945555
456	4.019272006
457	4.018478642
458	4.017806407
459	4.016998618
460	4.016288477
461	4.015379957
462	4.014672632
463	4.014226678
464	4.013639865
465	4.012762813
466	4.011777696
467	4.010806737
468	4.009947746
469	4.009320163
470	4.008239805
471	4.007736152
472	4.007033933
473	4.005919584
474	4.005083379
475	4.004230179
476	4.003560601
477	4.002425074
478	4.001729665
479	4.001235618
480	4.000438792
481	3.999726609
482	3.998790069
483	3.997889013
484	3.996699084
485	3.996191952
486	3.995296918
487	3.994311992
488	3.99329074
489	3.992774169
490	3.991957472
491	3.991120843
492	3.990405496
493	3.98978369
494	3.989044335
495	3.988213596
496	3.987512476
497	3.986598773
498	3.986172025
499	3.98552121
500	3.984674064
501	3.98403788
502	3.983362906
503	3.982931264
504	3.982075423
505	3.981409926
506	3.980513632
507	3.979892572
508	3.979257035
509	3.978411035
510	3.977429601
511	3.976919015
512	3.976024927
513	3.975412901
514	3.974368483
515	3.973762353
516	3.973154343
517	3.971759939
518	3.970763448
519	3.969789577
520	3.968943172
521	3.968254537
522	3.967383738
523	3.966897751
524	3.965913932
525	3.965309298
526	3.964713244
527	3.964314175
528	3.963689538
529	3.962953214
530	3.962323518
531	3.961581192
532	3.960722773
533	3.960429081
534	3.959737437
535	3.959065913
536	3.95833629
537	3.957606708
538	3.954564339
539	3.953754062
540	3.952771481
541	3.952159554
542	3.951639519
543	3.951377006
544	3.951098866
545	3.950429406
546	3.949480837
547	3.949235796
548	3.948474926
549	3.947691654
550	3.947187226
551	3.94660294
552	3.945398723
553	3.944955427
554	3.944313227
555	3.943390027
556	3.942912584
557	3.942442312
558	3.941826864
559	3.941046251
560	3.940510966
561	3.9399629
562	3.939120224
563	3.938432393
564	3.93754156
565	3.936882387
566	3.93549132
567	3.934852397
568	3.934401644
569	3.933529683
570	3.9328909
571	3.932253538
572	3.931524328
573	3.931319588
574	3.930717043
575	3.929991008
576	3.929465786
577	3.928906301
578	3.928273704
579	3.927816273
580	3.927158935
581	3.926488319
582	3.926280134
583	3.925864149
584	3.925400365
585	3.925150864
586	3.9246179
587	3.923745035
588	3.922464967
589	3.921596901
590	3.920877464
591	3.920225763
592	3.919519496
593	3.918891279
594	3.918399431
595	3.917662063
596	3.917086743
597	3.916419857
598	3.915769934
599	3.915138001
600	3.914275467
601	3.913642224
602	3.913063915
603	3.912653363
604	3.911889484
605	3.911241891
606	3.910823962
607	3.910114972
608	3.909531604
609	3.908878765
610	3.908360022
611	3.907685947
612	3.907270229
613	3.906729843
614	3.906274059
615	3.905798448
616	3.905187128
617	3.904520191
618	3.903985803
619	3.903319733
620	3.902666821
621	3.901796936
622	3.900883728
623	3.90038298
624	3.89998694
625	3.899416311
626	3.898494796
627	3.897993217
628	3.897609611
629	3.897027807
630	3.896416556
631	3.896094071
632	3.895797809
633	3.895184137
634	3.895003969
635	3.894441167
636	3.893900573
637	3.893171988
638	3.892491558
639	3.892015071
640	3.891526192
641	3.890763922
642	3.889551088
643	3.889062598
644	3.888672391
645	3.888235509
646	3.887740989
647	3.887408713
648	3.887134804
649	3.886396969
650	3.886000307
651	3.885148945
652	3.884594341
653	3.883732998
654	3.883254829
655	3.88272353
656	3.882440376
657	3.881842852
658	3.881295591
659	3.880782599
660	3.880160622
661	3.879701275
662	3.879293982
663	3.878848359
664	3.878214948
665	3.877237365
666	3.876816999
667	3.876343543
668	3.87559333
669	3.875102676
670	3.874561844
671	3.874099945
672	3.873855389
673	3.873568855
674	3.872988606
675	3.872367853
676	3.871713234
677	3.871217943
678	3.87081932
679	3.87057839
680	3.870244729
681	3.869930093
682	3.869466016
683	3.869266362
684	3.868714592
685	3.867690381
686	3.865208198
687	3.865067415
688	3.864669993
689	3.86359429
690	3.862882775
691	3.862312131
692	3.862096391
693	3.861287276
694	3.860735821
695	3.860412414
696	3.859904318
697	3.859556412
698	3.859132527
699	3.858403645
700	3.857756624
701	3.857556504
702	3.856714892
703	3.856165065
704	3.8553587
705	3.854784592
706	3.85455486
707	3.853714562
708	3.853424237
709	3.852623647
710	3.852001431
711	3.851522479
712	3.850780232
713	3.849956899
714	3.849497974
715	3.848967508
716	3.84853244
717	3.847757525
718	3.847236163
719	3.846472607
720	3.845874406
721	3.845553198
722	3.844954643
723	3.844647818
724	3.844194068
725	3.843734142
726	3.843208722
727	3.842780393
728	3.842426441
729	3.841859425
730	3.84150215
731	3.840872296
732	3.840378539
733	3.839868885
734	3.839285513
735	3.838838864
736	3.838180104
737	3.837507301
738	3.837002981
739	3.836656332
740	3.836473238
741	3.835671575
742	3.835000813
743	3.834177128
744	3.833504495
745	3.832803987
746	3.832112418
747	3.83182476
748	3.831324611
749	3.830647289
750	3.830328372
751	3.829849483
752	3.829333782
753	3.829175049
754	3.828981566
755	3.82844103
756	3.827943651
757	3.827416348
758	3.827175815
759	3.826497466
760	3.825670795
761	3.825415619
762	3.824697966
763	3.824138382
764	3.823673804
765	3.823489797
766	3.822089792
767	3.821917825
768	3.821258962
769	3.820748238
770	3.820452221
771	3.819917774
772	3.819443766
773	3.819168943
774	3.819009955
775	3.818274785
776	3.81777358
777	3.817624611
778	3.817077577
779	3.816501755
780	3.816081296
781	3.815565231
782	3.81517014
783	3.814925029
784	3.814663601
785	3.814180229
786	3.813557434
787	3.813341043
788	3.813001791
789	3.812822502
790	3.812350399
791	3.812048422
792	3.811746517
793	3.811446705
794	3.811030446
795	3.810302179
796	3.809793831
797	3.809344904
798	3.808694871
799	3.808073054
800	3.807886655
801	3.807326106
802	3.806710099
803	3.806114121
804	3.805674707
805	3.805295583
806	3.804832376
807	3.804425608
808	3.80383155
809	3.803405441
810	3.802905027
811	3.802488863
812	3.80206652
813	3.80156932
814	3.801112855
815	3.80082328
816	3.800575864
817	3.799015897
818	3.798553817
819	3.798033739
820	3.797692976
821	3.797372461
822	3.796913648
823	3.796401371
824	3.795837172
825	3.795525576
826	3.79513717
827	3.794563693
828	3.794091591
829	3.79359068
830	3.792970184
831	3.792450127
832	3.792175446
833	3.791865967
834	3.791589971
835	3.791134951
836	3.790740273
837	3.790463087
838	3.789939976
839	3.789490546
840	3.789337273
841	3.789205115
842	3.788851593
843	3.788035801
844	3.787551108
845	3.787280733
846	3.786885478
847	3.786404561
848	3.786075861
849	3.785556719
850	3.785148905
851	3.784724887
852	3.783457681
853	3.783060164
854	3.782634375
855	3.782141232
856	3.781523323
857	3.780666473
858	3.779980173
859	3.779477832
860	3.779059118
861	3.778248375
862	3.777694989
863	3.777364948
864	3.776969103
865	3.776186037
866	3.775859376
867	3.775308711
868	3.774896112
869	3.774404578
870	3.773866551
871	3.773199035
872	3.772772476
873	3.772320377
874	3.771936853
875	3.771818522
876	3.771547359
877	3.771279072
878	3.770918611
879	3.77046078
880	3.770069174
881	3.76962204
882	3.769156392
883	3.768656288
884	3.768379188
885	3.767940649
886	3.767474074
887	3.767250505
888	3.765720091
889	3.765375504
890	3.764915177
891	3.764407469
892	3.764000223
893	3.76381578
894	3.763466674
895	3.763013099
896	3.762804863
897	3.762506506
898	3.76212724
899	3.761584208
900	3.761022903
901	3.760177617
902	3.759761496
903	3.759302486
904	3.759003684
905	3.758593651
906	3.758090868
907	3.757613638
908	3.757336413
909	3.757056006
910	3.756359249
911	3.755978996
912	3.755438284
913	3.755110925
914	3.754840149
915	3.754606302
916	3.75419513
917	3.753675575
918	3.753375374
919	3.75272326
920	3.752325058
921	3.751790557
922	3.751503147
923	3.750961235
924	3.75076716
925	3.750337875
926	3.750024734
927	3.749566881
928	3.748997308
929	3.748347594
930	3.747870804
931	3.747388177
932	3.746133099
933	3.745536461
934	3.745103274
935	3.744894235
936	3.744496233
937	3.744065867
938	3.74376248
939	3.743386593
940	3.742816308
941	3.742399718
942	3.742092884
943	3.74124797
944	3.740165783
945	3.739690759
946	3.738970074
947	3.738709675
948	3.73840935
949	3.738143988
950	3.737665107
951	3.737308297
952	3.73629452
953	3.735873211
954	3.735404336
955	3.735032794
956	3.734665224
957	3.734407391
958	3.734026944
959	3.733645263
960	3.733113972
961	3.732701267
962	3.732259427
963	3.731876828
964	3.731655785
965	3.731173941
966	3.73077721
967	3.730488007
968	3.729971536
969	3.729583589
970	3.729363136
971	3.729030597
972	3.728532026
973	3.728228807
974	3.727942561
975	3.727646963
976	3.727276512
977	3.726830478
978	3.726391926
979	3.725841838
980	3.725021732
981	3.724730662
982	3.72439876
983	3.723898218
984	3.723455002
985	3.72303908
986	3.722540608
987	3.722149955
988	3.721660612
989	3.721433066
990	3.720975942
991	3.720642374
992	3.720204128
993	3.719888964
994	3.719573243
995	3.71928003
996	3.718753581
997	3.718473187
998	3.718088404
999	3.717728507
