iter	RMSE
371	4.496665875
372	4.495772421
373	4.495074008
374	4.494374496
375	4.493604745
376	4.493257347
377	4.492729866
378	4.492275957
379	4.491302505
380	4.491012964
381	4.490650617
382	4.490173579
383	4.489519793
384	4.488794915
385	4.488264733
386	4.487875983
387	4.487303283
388	4.486107799
389	4.485585044
390	4.485051764
391	4.484541967
392	4.483872908
393	4.483003125
394	4.482779462
395	4.4821733
396	4.48146842
397	4.480767635
398	4.480035893
399	4.47971945
400	4.479140271
401	4.478303394
402	4.477700691
403	4.47706015
404	4.476376314
405	4.475741402
406	4.475063564
407	4.47432423
408	4.474092789
409	4.473803596
410	4.473426354
411	4.472850686
412	4.472088557
413	4.471850333
414	4.471163991
415	4.470283571
416	4.469712214
417	4.468989385
418	4.468386925
419	4.467960534
420	4.467054352
421	4.466611372
422	4.466214672
423	4.465710285
424	4.46432866
425	4.464027674
426	4.463199191
427	4.462299999
428	4.461766562
429	4.46145224
430	4.460930701
431	4.460533453
432	4.460119434
433	4.459941518
434	4.459384213
435	4.458911596
436	4.458406413
437	4.457802982
438	4.457312153
439	4.456783748
440	4.45647373
441	4.455992749
442	4.45493238
443	4.454489139
444	4.454008449
445	4.453783963
446	4.453296035
447	4.452767832
448	4.452203378
449	4.451753104
450	4.451120501
451	4.450667986
452	4.450226191
453	4.449641038
454	4.449298331
455	4.448835008
456	4.448335864
457	4.448025284
458	4.447515716
459	4.447091144
460	4.446460948
461	4.445888472
462	4.44535081
463	4.444803365
464	4.444463438
465	4.444283065
466	4.443738338
467	4.443401993
468	4.443078926
469	4.442405079
470	4.442171627
471	4.441467498
472	4.440976044
473	4.440548928
474	4.440078642
475	4.439788462
476	4.439297369
477	4.438793775
478	4.438354998
479	4.437915385
480	4.437452118
481	4.436951482
482	4.436552405
483	4.435922996
484	4.435213568
485	4.434837183
486	4.434494512
487	4.434045632
488	4.433499363
489	4.433245434
490	4.432869306
491	4.432401644
492	4.432093876
493	4.431759367
494	4.431332128
495	4.430948608
496	4.430594467
497	4.430251646
498	4.429960043
499	4.429455027
500	4.429045031
501	4.428547096
502	4.428135884
503	4.427898931
504	4.42733146
505	4.426831337
506	4.426431481
507	4.42600726
508	4.42551704
509	4.425216051
510	4.424894624
511	4.424652665
512	4.424534005
513	4.424162545
514	4.423310116
515	4.422927484
516	4.422414349
517	4.422098278
518	4.421785017
519	4.421363663
520	4.420368958
521	4.420079099
522	4.419269908
523	4.418714045
524	4.41828707
525	4.417583225
526	4.417099911
527	4.416806254
528	4.41653609
529	4.41597942
530	4.415285376
531	4.414544119
532	4.414002419
533	4.413384008
534	4.413023563
535	4.412630636
536	4.411966332
537	4.411438678
538	4.410834826
539	4.410296083
540	4.410027973
541	4.409623802
542	4.409179882
543	4.408453029
544	4.407826103
545	4.40756676
546	4.407195654
547	4.406374289
548	4.406025254
549	4.405599421
550	4.404903664
551	4.404069499
552	4.403775677
553	4.403470274
554	4.403031198
555	4.402537332
556	4.401895349
557	4.40143395
558	4.400696041
559	4.400255639
560	4.399883406
561	4.399339591
562	4.399154531
563	4.398879234
564	4.398357095
565	4.397784712
566	4.397295043
567	4.396731647
568	4.396256041
569	4.395771161
570	4.395387192
571	4.394899542
572	4.394410456
573	4.393945727
574	4.393691874
575	4.393511759
576	4.393224762
577	4.392693306
578	4.392355952
579	4.391992234
580	4.391726353
581	4.391305444
582	4.390919252
583	4.390709362
584	4.390484548
585	4.390114175
586	4.389897202
587	4.38944134
588	4.389035651
589	4.388727779
590	4.388342215
591	4.387962691
592	4.387635502
593	4.387091748
594	4.386729649
595	4.386469292
596	4.385991822
597	4.385782523
598	4.38564349
599	4.385285811
600	4.38497872
601	4.38455731
602	4.384251616
603	4.383982717
604	4.383628671
605	4.383157639
606	4.382830175
607	4.382317127
608	4.382112263
609	4.381721109
610	4.381284986
611	4.380679472
612	4.380328417
613	4.380120128
614	4.379581249
615	4.379071703
616	4.37870819
617	4.378204592
618	4.377879738
619	4.377655027
620	4.376910314
621	4.376698156
622	4.375929313
623	4.375632884
624	4.374951115
625	4.374822105
626	4.374374837
627	4.373977742
628	4.373784552
629	4.373322198
630	4.372943988
631	4.372435769
632	4.372146114
633	4.371776744
634	4.37147763
635	4.371058332
636	4.370703647
637	4.370348446
638	4.370131607
639	4.369519308
640	4.369175862
641	4.368684051
642	4.368254433
643	4.367957629
644	4.367650153
645	4.367257377
646	4.366982434
647	4.366723331
648	4.366210273
649	4.365992111
650	4.365001869
651	4.364601128
652	4.364332446
653	4.364076469
654	4.363700506
655	4.363331033
656	4.36296316
657	4.362701866
658	4.362355773
659	4.362209857
660	4.361980987
661	4.361429499
662	4.36105558
663	4.360746962
664	4.360030527
665	4.35936007
666	4.358718754
667	4.358300246
668	4.357917713
669	4.357803181
670	4.357426275
671	4.357089236
672	4.356555945
673	4.356205179
674	4.356095905
675	4.355788688
676	4.355068048
677	4.354703237
678	4.354472171
679	4.354118062
680	4.353688058
681	4.352953784
682	4.352629018
683	4.351984195
684	4.351731268
685	4.351462462
686	4.350906496
687	4.350561897
688	4.350224922
689	4.3497935
690	4.349234709
691	4.348911922
692	4.348431871
693	4.34809838
694	4.347616636
695	4.347345015
696	4.346934759
697	4.34654158
698	4.346024671
699	4.345720643
700	4.345419857
701	4.345115423
702	4.344863586
703	4.344374634
704	4.344182165
705	4.34365112
706	4.343257805
707	4.342847503
708	4.342397284
709	4.342164091
710	4.341756262
711	4.341533959
712	4.341111275
713	4.340901414
714	4.340729131
715	4.340567832
716	4.340057209
717	4.339912121
718	4.339749424
719	4.339417314
720	4.339058608
721	4.33889975
722	4.33852235
723	4.338092479
724	4.337661705
725	4.33720425
726	4.336909806
727	4.336350436
728	4.336114418
729	4.335817977
730	4.33558915
731	4.335256863
732	4.334992157
733	4.334609908
734	4.334198274
735	4.333868959
736	4.333555727
737	4.333073812
738	4.332560923
739	4.332305874
740	4.332164255
741	4.331900587
742	4.331617399
743	4.331262816
744	4.33104247
745	4.330608304
746	4.330326565
747	4.330031304
748	4.329903871
749	4.329585368
750	4.329166897
751	4.328891092
752	4.328369253
753	4.328171213
754	4.327596373
755	4.327136105
756	4.326876775
757	4.326691241
758	4.326402262
759	4.326137171
760	4.326047668
761	4.325727819
762	4.325498574
763	4.325273446
764	4.325040437
765	4.324716775
766	4.324447644
767	4.324286237
768	4.323759717
769	4.323570078
770	4.323404918
771	4.32310018
772	4.322916109
773	4.322642989
774	4.322439068
775	4.321940836
776	4.321626445
777	4.321186197
778	4.32086526
779	4.320693392
780	4.320517313
781	4.320400084
782	4.320220062
783	4.32001556
784	4.319672332
785	4.319504627
786	4.318961478
787	4.318718434
788	4.318467019
789	4.318155655
790	4.31799053
791	4.317771389
792	4.317493504
793	4.317116693
794	4.316635757
795	4.316480813
796	4.316158596
797	4.315829125
798	4.315586239
799	4.31527576
800	4.315030926
801	4.314740422
802	4.314359398
803	4.314159369
804	4.313922285
805	4.313663217
806	4.313429436
807	4.313134386
808	4.312914516
809	4.312401141
810	4.312167197
811	4.311900575
812	4.311589728
813	4.311370896
814	4.311077979
815	4.310779008
816	4.310441197
817	4.310178469
818	4.309934337
819	4.309689738
820	4.309409423
821	4.309149455
822	4.309000397
823	4.308853304
824	4.308693838
825	4.308532641
826	4.308310792
827	4.308093417
828	4.307658338
829	4.307387844
830	4.307281876
831	4.307036447
832	4.306445767
833	4.306258069
834	4.305913703
835	4.305616014
836	4.305323601
837	4.305034358
838	4.304771157
839	4.304573301
840	4.30422481
841	4.303789017
842	4.303514466
843	4.303276762
844	4.303067911
845	4.302740038
846	4.302423435
847	4.302270017
848	4.30199736
849	4.30175866
850	4.301501906
851	4.301294072
852	4.300947349
853	4.300821201
854	4.300535935
855	4.300260172
856	4.299997861
857	4.299710296
858	4.29935909
859	4.299089696
860	4.298763094
861	4.298424837
862	4.298208998
863	4.298012069
864	4.297585804
865	4.297387536
866	4.297245704
867	4.296924982
868	4.296685493
869	4.296469842
870	4.296158782
871	4.295850236
872	4.295714679
873	4.295457102
874	4.294870205
875	4.294611953
876	4.294302957
877	4.29401846
878	4.2936347
879	4.293544402
880	4.293294113
881	4.293184751
882	4.292978845
883	4.292791842
884	4.292476936
885	4.292320346
886	4.292025741
887	4.291696494
888	4.291542763
889	4.291174091
890	4.290633953
891	4.290328788
892	4.290031094
893	4.289615465
894	4.289052892
895	4.288559025
896	4.288322163
897	4.288101572
898	4.28768411
899	4.287465071
900	4.287257435
901	4.287200023
902	4.287096564
903	4.286704352
904	4.286288324
905	4.286023676
906	4.285173142
907	4.284920686
908	4.284651444
909	4.284442349
910	4.284229613
911	4.284138257
912	4.283862174
913	4.283577152
914	4.283341012
915	4.283075687
916	4.282668727
917	4.282454099
918	4.282238987
919	4.282080787
920	4.28187508
921	4.281798711
922	4.281610594
923	4.281294018
924	4.281109322
925	4.280835342
926	4.280632733
927	4.280371039
928	4.280128979
929	4.279851883
930	4.279658401
931	4.279366378
932	4.279260468
933	4.279073532
934	4.278868663
935	4.27867661
936	4.278589542
937	4.278297483
938	4.278054658
939	4.277841578
940	4.277629664
941	4.277211478
942	4.277010088
943	4.276687661
944	4.27645544
945	4.276245788
946	4.276006533
947	4.275822744
948	4.275611029
949	4.275351259
950	4.275078849
951	4.274813079
952	4.274648358
953	4.274294289
954	4.274055803
955	4.273831474
956	4.273425879
957	4.273277013
958	4.273052654
959	4.272827341
960	4.272537815
961	4.272209119
962	4.27213782
963	4.271900861
964	4.271495201
965	4.271184085
966	4.270803642
967	4.270639433
968	4.270306624
969	4.270111711
970	4.269928123
971	4.269691975
972	4.26944165
973	4.269333301
974	4.269243234
975	4.269057776
976	4.268798235
977	4.268459849
978	4.268359042
979	4.268199428
980	4.267985326
981	4.267831118
982	4.267677005
983	4.267555591
984	4.267303127
985	4.266998202
986	4.266774303
987	4.266589462
988	4.266305128
989	4.266127211
990	4.265881596
991	4.265637512
992	4.265430346
993	4.265116177
994	4.265051034
995	4.264814894
996	4.264674236
997	4.264464208
998	4.264329962
999	4.264047366
